Obec/město/KATASTR,Okres,Kraj,PČR útvar,Číslo katastru,Původní (chybné) zařazení/Poznámka,PRIORITA
Nišovice,Strakonice,Jihočeský kraj,OOP Volyně,,,
Nová Ves,Strakonice,Jihočeský kraj,OOP Volyně,,,
Přechovice,Strakonice,Jihočeský kraj,OOP Volyně,,,
Přední Zborovice,Strakonice,Jihočeský kraj,OOP Volyně,,,
Předslavice,Strakonice,Jihočeský kraj,OOP Volyně,,,
Strašice,Strakonice,Jihočeský kraj,OOP Volyně,,,
Strunkovice nad Volyňkou,Strakonice,Jihočeský kraj,OOP Volyně,,,
Úlehle,Strakonice,Jihočeský kraj,OOP Volyně,,,
Vacovice,Strakonice,Jihočeský kraj,OOP Volyně,,,
Volenice,Strakonice,Jihočeský kraj,OOP Volyně,,,
Volyně,Strakonice,Jihočeský kraj,OOP Volyně,,,
Zahorčice,Strakonice,Jihočeský kraj,OOP Volyně,,,
Zvotoky,Strakonice,Jihočeský kraj,OOP Volyně,,,
Červený Újezd,Benešov,Středočeský kraj,OOP Votice,,,
Heřmaničky,Benešov,Středočeský kraj,OOP Votice,,,
Jankov,Benešov,Středočeský kraj,OOP Votice,,,
Ješetice,Benešov,Středočeský kraj,OOP Votice,,,
Mezno,Benešov,Středočeský kraj,OOP Votice,,,
Miličín,Benešov,Středočeský kraj,OOP Votice,,,
Neustupov,Benešov,Středočeský kraj,OOP Votice,,,
Olbramovice,Benešov,Středočeský kraj,OOP Votice,,,
Ratměřice,Benešov,Středočeský kraj,OOP Votice,,,
Sedlec-Prčice,Příbram,Středočeský kraj,OOP Votice,,,
Smilkov,Benešov,Středočeský kraj,OOP Votice,,,
Střezimíř,Benešov,Středočeský kraj,OOP Votice,,,
Vojkov,Benešov,Středočeský kraj,OOP Votice,,,
Votice,Benešov,Středočeský kraj,OOP Votice,,,
Vrchotovy Janovice,Benešov,Středočeský kraj,OOP Votice,,,
Zvěstov,Benešov,Středočeský kraj,OOP Votice,,,
Bítov,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Blížkovice,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Chvalatice,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Ctidružice,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Horní Břečkov,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Korolupy,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Lančov,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Lesná,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Lubnice,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Lukov,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Onšov,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Oslnovice,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Podhradí nad Dyjí,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Podmyče,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Šafov,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Stálky,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Starý Petřín,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Štítary,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Šumná,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Uherčice,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Vracovice,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Vranov nad Dyjí,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Vratěnín,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Vysočany,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Zálesí,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Zblovice,Znojmo,Jihomoravský kraj,OOP Vranov nad Dyjí,,,
Šenov,Ostrava-město,Moravskoslezský kraj,OOP Vratimov,,,
Václavovice,Ostrava-město,Moravskoslezský kraj,OOP Vratimov,,,
Vratimov,Ostrava-město,Moravskoslezský kraj,OOP Vratimov,,,
Karlova Studánka,Bruntál,Moravskoslezský kraj,OOP Vrbno pod Pradědem,,,
Karlovice,Bruntál,Moravskoslezský kraj,OOP Vrbno pod Pradědem,,,
Ludvíkov,Bruntál,Moravskoslezský kraj,OOP Vrbno pod Pradědem,,,
Široká Niva,Bruntál,Moravskoslezský kraj,OOP Vrbno pod Pradědem,,,
Vrbno pod Pradědem,Bruntál,Moravskoslezský kraj,OOP Vrbno pod Pradědem,,,
Černý Důl,Trutnov,Královéhradecký kraj,OOP Vrchlabí,,,
Dolní Branná,Trutnov,Královéhradecký kraj,OOP Vrchlabí,,,
Dolní Dvůr,Trutnov,Královéhradecký kraj,OOP Vrchlabí,,,
Dolní Lánov,Trutnov,Královéhradecký kraj,OOP Vrchlabí,,,
Kunčice nad Labem,Trutnov,Královéhradecký kraj,OOP Vrchlabí,,,
Lánov,Trutnov,Královéhradecký kraj,OOP Vrchlabí,,,
Strážné,Trutnov,Královéhradecký kraj,OOP Vrchlabí,,,
Vrchlabí,Trutnov,Královéhradecký kraj,OOP Vrchlabí,,,
BOŽTĚŠICE,Ústí nad Labem,Ústecký kraj,OOP Všebořice,608955,OOP Ústí N/Labem - Město,2
BUKOV,Ústí nad Labem,Ústecký kraj,OOP Všebořice,775096,"pouze východní část, vymezená ulicemi Božtěšická a Masarykova",2
ČESKÝ ÚJEZD,Ústí nad Labem,Ústecký kraj,OOP Všebořice,623270,OOP Chlumec ,2
CHUDEROVEC,Ústí nad Labem,Ústecký kraj,OOP Všebořice,654744,OOP Ústí N/Labem - Město,2
DĚLOUŠ,Ústí nad Labem,Ústecký kraj,OOP Všebořice,775894,OOP Ústí N/Labem - Město,2
HABROVICE,Ústí nad Labem,Ústecký kraj,OOP Všebořice,636436,OOP Ústí N/Labem - Město,2
KLÍŠE,Ústí nad Labem,Ústecký kraj,OOP Všebořice,775053,"Pouze severní část, vymezená lesem a ulicemi Lesní cesta a Masarykova (celkem důležité, v té části je fotbalový stadion)",2
SKOROTICE U ÚSTÍ NAD LABEM,Ústí nad Labem,Ústecký kraj,OOP Všebořice,748480,OOP Ústí N/Labem - Město,2
STRÁŽKY U HABROVIC,Ústí nad Labem,Ústecký kraj,OOP Všebořice,636444,OOP Ústí N/Labem - Město,2
STŘÍŽOVICE U ÚSTÍ NAD LABEM,Ústí nad Labem,Ústecký kraj,OOP Všebořice,623288,OOP Chlumec ,2
VŠEBOŘICE,Ústí nad Labem,Ústecký kraj,OOP Všebořice,775118,OOP Ústí N/Labem - Město,2
Hovězí,Vsetín,Zlínský kraj,OOP Vsetín,,,
Janová,Vsetín,Zlínský kraj,OOP Vsetín,,,
Lhota u Vsetína,Vsetín,Zlínský kraj,OOP Vsetín,,,
Liptál,Vsetín,Zlínský kraj,OOP Vsetín,,,
Ústí,Vsetín,Zlínský kraj,OOP Vsetín,,,
Vsetín,Vsetín,Zlínský kraj,OOP Vsetín,,,
Březina,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Dětkovice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Drnovice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Drysice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Habrovany,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Hlubočany,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Hoštice-Heroltice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Ivanovice na Hané,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Ježkovice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Komořany,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Krásensko,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Křižanovice u Vyškova,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Kučerov,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Luleč,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Lysovice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Medlovice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Moravské Málkovice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Nemojany,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Nové Sady,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Olšany,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Orlovice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Podbřežice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Podivice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Podomí,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Prusy-Boškůvky,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Pustiměř,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Račice-Pístovice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Radslavice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Rostěnice-Zvonovice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Rousínov,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Ruprechtov,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Rybníček,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Studnice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Švábenice,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Topolany,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Tučapy,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Vážany,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Vyškov,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Zelená Hora,Vyškov,Jihomoravský kraj,OOP Vyškov,,,
Bučina,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,,,
České Heřmanice,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,,,
Dobříkov,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,,,
Džbánov,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,,,
Hrušová,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,,,
Javorník,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,,,
Libecina,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,,,
Pustina,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,,,
Slatina,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,,,
Tisová,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,,,
Vraclav,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,,,
Vysoké Mýto,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,,,
Zádolí,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,,,
Zámrsk,Ústí nad Orlicí,Pardubický kraj,OOP Vysoké Mýto,,,
Bohuslavice,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Brníčko,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Drozdov,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Dubicko,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Horní Studénky,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Hoštejn,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Hrabová,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Hynčina,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Jakubovice,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Jedlí,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Jestřebí,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Kolšov,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Kosov,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Lesnice,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Leština,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Lukavice,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Nemile,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Písařov,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Postřelmov,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Postřelmůvek,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Rájec,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Rovensko,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Štíty,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Sudkov,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Svébohov,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Zábřeh,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Zborov,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Zvole,Šumperk,Olomoucký kraj,OOP Zábřeh,,,
Bernartice,Trutnov,Královéhradecký kraj,OOP Žacléř,,,
Královec,Trutnov,Královéhradecký kraj,OOP Žacléř,,,
Lampertice,Trutnov,Královéhradecký kraj,OOP Žacléř,,,
Žacléř,Trutnov,Královéhradecký kraj,OOP Žacléř,,,
Zlatá Olešnice,Trutnov,Královéhradecký kraj,OOP Žacléř,,,
Česká Rybná,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,,,
České Petrovice,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,,,
Dlouhoňovice,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,,,
Hejnice,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,,,
Helvíkovice,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,,,
Kameničná,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,,,
Klášterec nad Orlicí,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,,,
Kunvald,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,,,
Líšnice,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,,,
Lukavice,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,,,
Nekoř,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,,,
Pastviny,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,,,
Záchlumí,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,,,
Žamberk,Ústí nad Orlicí,Pardubický kraj,OOP Žamberk,,,
Blíževedly,Česká Lípa,Liberecký kraj,OOP Žandov,,,
Horní Libchava,Česká Lípa,Liberecký kraj,OOP Žandov,,,
Horní Police,Česká Lípa,Liberecký kraj,OOP Žandov,,,
Kozly,Česká Lípa,Liberecký kraj,OOP Žandov,,,
Kravaře,Česká Lípa,Liberecký kraj,OOP Žandov,,,
Stružnice,Česká Lípa,Liberecký kraj,OOP Žandov,,,
Stvolínky,Česká Lípa,Liberecký kraj,OOP Žandov,,,
Volfartice,Česká Lípa,Liberecký kraj,OOP Žandov,,,
Žandov,Česká Lípa,Liberecký kraj,OOP Žandov,,,
Bitozeves,Louny,Ústecký kraj,OOP Žatec,,,
Blažim,Louny,Ústecký kraj,OOP Žatec,,,
Čeradice,Louny,Ústecký kraj,OOP Žatec,,,
Deštnice,Louny,Ústecký kraj,OOP Žatec,,,
Holedeč,Louny,Ústecký kraj,OOP Žatec,,,
Liběšice,Louny,Ústecký kraj,OOP Žatec,,,
Libočany,Louny,Ústecký kraj,OOP Žatec,,,
Libořice,Louny,Ústecký kraj,OOP Žatec,,,
Měcholupy,Louny,Ústecký kraj,OOP Žatec,,,
NEČEMICE,Louny,Ústecký kraj,OOP Žatec,701882,OOP Postoloprty,2
Nové Sedlo,Louny,Ústecký kraj,OOP Žatec,,,
Staňkovice,Louny,Ústecký kraj,OOP Žatec,,,
Velemyšleves,Louny,Ústecký kraj,OOP Žatec,,,
Zálužice,Louny,Ústecký kraj,OOP Žatec,,,
Žatec,Louny,Ústecký kraj,OOP Žatec,,,
Žiželice,Louny,Ústecký kraj,OOP Žatec,,,
Cekov,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Chlum,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Čilá,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Drahoňův Újezd,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Hradiště,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Kařez,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Kařízek,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Lhota pod Radčem,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Líšná,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Mlečice,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Ostrovec-Lhotka,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Plískov,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Podmokly,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Sirá,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Terešov,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Týček,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Zbiroh,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Zvíkovec,Rokycany,Plzeňský kraj,OOP Zbiroh,,,
Bludov,Kutná Hora,Středočeský kraj,OOP Zbraslavice,,,
Bohdaneč,Kutná Hora,Středočeský kraj,OOP Zbraslavice,,,
Černíny,Kutná Hora,Středočeský kraj,OOP Zbraslavice,,,
Červené Janovice,Kutná Hora,Středočeský kraj,OOP Zbraslavice,,,
Čestín,Kutná Hora,Středočeský kraj,OOP Zbraslavice,,,
Křesetice,Kutná Hora,Středočeský kraj,OOP Zbraslavice,,,
Malešov,Kutná Hora,Středočeský kraj,OOP Zbraslavice,,,
Opatovice I,Kutná Hora,Středočeský kraj,OOP Zbraslavice,,,
Paběnice,Kutná Hora,Středočeský kraj,OOP Zbraslavice,,,
Petrovice I,Kutná Hora,Středočeský kraj,OOP Zbraslavice,,,
Štipoklasy,Kutná Hora,Středočeský kraj,OOP Zbraslavice,,,
Třebětín,Kutná Hora,Středočeský kraj,OOP Zbraslavice,,,
Úmonín,Kutná Hora,Středočeský kraj,OOP Zbraslavice,,,
Zbraslavice,Kutná Hora,Středočeský kraj,OOP Zbraslavice,,,
Bohdalov,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Březí nad Oslavou,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Budeč,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Cikháj,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Hamry nad Sázavou,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Hodíškov,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Jámy,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Karlov,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Kněževes,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Kotlasy,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Krásněves,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Lhotka,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Malá Losenice,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Matějov,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Nížkov,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Nové Dvory,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Nové Veselí,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Obyčtov,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Ostrov nad Oslavou,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Pavlov,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Počítky,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Poděšín,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Pokojov,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Polnička,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Račín,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Radostín,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Radostín nad Oslavou,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Rosička,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Rudolec,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Sázava,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Sazomín,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Sirákov,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Sklené,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Škrdlovice,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Světnov,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Újezd,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Vatín,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Velká Losenice,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Vepřová,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Vojnův Městec,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Vysoké,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Zadní Zhořec,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
ZÁSEKA,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,703923,OOP Velké Meziříčí,2
Žďár nad Sázavou,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Znětínek,Žďár nad Sázavou,Kraj Vysočina,OOP Žďár nad Sázavou,,,
Bavoryně,Beroun,Středočeský kraj,OOP Zdice,,,
Březová,Beroun,Středočeský kraj,OOP Zdice,,,
Broumy,Beroun,Středočeský kraj,OOP Zdice,,,
Bzová,Beroun,Středočeský kraj,OOP Zdice,,,
Chlustina,Beroun,Středočeský kraj,OOP Zdice,,,
Chodouň,Beroun,Středočeský kraj,OOP Zdice,,,
Hředle,Beroun,Středočeský kraj,OOP Zdice,,,
Kotopeky,Beroun,Středočeský kraj,OOP Zdice,,,
Kublov,Beroun,Středočeský kraj,OOP Zdice,,,
Libomyšl,Beroun,Středočeský kraj,OOP Zdice,,,
Otmíče,Beroun,Středočeský kraj,OOP Zdice,,,
Praskolesy,Beroun,Středočeský kraj,OOP Zdice,,,
Stašov,Beroun,Středočeský kraj,OOP Zdice,,,
Točník,Beroun,Středočeský kraj,OOP Zdice,,,
Zdice,Beroun,Středočeský kraj,OOP Zdice,,,
Žebrák,Beroun,Středočeský kraj,OOP Zdice,,,
Prášily,Klatovy,Plzeňský kraj,OOP Železná Ruda,,,
Železná Ruda,Klatovy,Plzeňský kraj,OOP Železná Ruda,,,
Držkov,Jablonec nad Nisou,Liberecký kraj,OOP Železný Brod,,,
Jílové u Držkova,Jablonec nad Nisou,Liberecký kraj,OOP Železný Brod,,,
Koberovy,Jablonec nad Nisou,Liberecký kraj,OOP Železný Brod,,,
Líšný,Jablonec nad Nisou,Liberecký kraj,OOP Železný Brod,,,
Loužnice,Jablonec nad Nisou,Liberecký kraj,OOP Železný Brod,,,
Malá Skála,Jablonec nad Nisou,Liberecký kraj,OOP Železný Brod,,,
Pěnčín,Jablonec nad Nisou,Liberecký kraj,OOP Železný Brod,,,
Radčice,Jablonec nad Nisou,Liberecký kraj,OOP Železný Brod,,,
Skuhrov,Jablonec nad Nisou,Liberecký kraj,OOP Železný Brod,,,
Vlastiboř,Jablonec nad Nisou,Liberecký kraj,OOP Železný Brod,,,
Zásada,Jablonec nad Nisou,Liberecký kraj,OOP Železný Brod,,,
Železný Brod,Jablonec nad Nisou,Liberecký kraj,OOP Železný Brod,,,
Blučina,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Hrušovany u Brna,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Měnín,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Moutnice,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Nesvačilka,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Nosislav,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Přísnotice,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Sokolnice,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Telnice,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Těšany,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Újezd u Brna,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Unkovice,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Vojkovice,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Žabčice,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Žatčany,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Židlochovice,Brno-venkov,Jihomoravský kraj,OOP Židlochovice,,,
Mikulovice,Jeseník,Olomoucký kraj,OOP Zlaté Hory,,,
SEČ U JESENÍKA,Jeseník,Olomoucký kraj,OOP Zlaté Hory,658928,OOP Jeseník,2
Zlaté Hory,Jeseník,Olomoucký kraj,OOP Zlaté Hory,,,
Bohuslavice u Zlína,Zlín,Zlínský kraj,OOP Zlín,,,
Březnice,Zlín,Zlínský kraj,OOP Zlín,,,
Karlovice,Zlín,Zlínský kraj,OOP Zlín,,,
Lhota,Zlín,Zlínský kraj,OOP Zlín,,,
Racková,Zlín,Zlínský kraj,OOP Zlín,,,
Šarovy,Zlín,Zlínský kraj,OOP Zlín,,,
Tečovice,Zlín,Zlínský kraj,OOP Zlín,,,
Zlín,Zlín,Zlínský kraj,OOP Zlín,,,
Beřovice,Kladno,Středočeský kraj,OOP Zlonice,,,
ČERADICE U PÁLEČKU,Kladno,Středočeský kraj,OOP Zlonice,717401,OOP Slaný,2
Černuc,Kladno,Středočeský kraj,OOP Zlonice,,,
Chržín,Kladno,Středočeský kraj,OOP Zlonice,,,
Hobšovice,Kladno,Středočeský kraj,OOP Zlonice,,,
Hospozín,Kladno,Středočeský kraj,OOP Zlonice,,,
Jarpice,Kladno,Středočeský kraj,OOP Zlonice,,,
Kamenný Most,Kladno,Středočeský kraj,OOP Zlonice,,,
Kmetiněves,Kladno,Středočeský kraj,OOP Zlonice,,,
Loucká,Kladno,Středočeský kraj,OOP Zlonice,,,
Neuměřice,Kladno,Středočeský kraj,OOP Zlonice,,,
Olovnice,Mělník,Středočeský kraj,OOP Zlonice,,,
Páleč,Kladno,Středočeský kraj,OOP Zlonice,,,
